,Municipio,Novos_casos,Populacao_estimada,Latitude,Longitude,Relacao_perc_pop_covid
2815,marechal thaumaturgo,669,19727,-8.9479792,-72.7872614,3.3913
2816,marema,178,1703,-26.802361,-52.626445,10.4521
2817,mari,1284,21895,-7.0580611,-35.3184163,5.8644
2818,maria da fe,1293,14019,-22.3081652,-45.3752771,9.2232
2819,maria helena,422,5593,-23.6139395,-53.206135,7.5451
2820,marialva,5264,36103,-23.4820987,-51.795788,14.5805
2821,mariana,7717,61830,-20.3781468,-43.4174862,12.481
2822,mariana pimentel,242,3892,-30.3536856,-51.5832775,6.2179
2823,mariano moro,129,1987,-27.3541972,-52.1469053,6.4922
2824,marianopolis do tocantins,334,5332,-9.7962503,-49.6547174,6.2641
2825,mariapolis,219,4098,-21.7966708,-51.1831475,5.3441
2826,maribondo,194,13123,-9.5808649,-36.3040574,1.4783
2827,marica,6860,167668,-22.9196772,-42.8184375,4.0914
2828,marilac,197,4079,-18.5075,-42.080278,4.8296
2829,marilandia,1193,13091,-10.6044876,-67.795238,9.1131
2830,marilandia do sul,1003,8793,-23.7462425,-51.3021452,11.4068
2831,marilena,700,7093,-22.7358333,-53.04,9.8689
2832,marilia,21377,242249,-22.2172002,-49.9500061,8.8244
2833,mariluz,1206,10327,-24.0031216,-53.148113,11.6781
2834,maringa,17483,436472,-23.425269,-51.9382078,4.0055
2835,marinopolis,168,2101,-20.4408333,-50.8227778,7.9962
2836,mario campos,1180,15814,-20.0511,-44.1858,7.4617
2837,mariopolis,622,6655,-26.3518327,-52.5491563,9.3464
2838,maripa,666,5562,-2.4520348,-55.0790548,11.9741
2839,maripa de minas,256,3000,-21.6975,-42.959167,8.5333
2840,marituba,1610,135812,-1.3595306,-48.3361504,1.1855
2841,marizopolis,244,6689,-6.8440704,-38.3473088,3.6478
2842,marlieria,331,4030,-19.711867,-42.7343059,8.2134
2843,marmeleiro,1741,14407,-26.1472,-53.026741,12.0844
2844,marmelopolis,197,2701,-22.448889,-45.165278,7.2936
2845,marques de souza,277,3981,-29.3275642,-52.0961801,6.9581
2846,marquinho,359,4283,-25.1133759,-52.2581854,8.382
2847,martinho campos,1133,13497,-19.331945,-45.236666,8.3945
2848,martinopole,1303,11407,-3.2235114,-40.6958832,11.4228
2849,martinopolis,1524,26791,-22.146153,-51.170949,5.6885
2850,martins,440,8790,-6.0892841,-37.9114676,5.0057
2851,martins soares,398,8640,-20.2574182,-41.8771753,4.6065
2852,maruim,733,17328,-10.7372604,-37.0817469,4.2301
2853,marumbi,647,4676,-23.7070343,-51.6408276,13.8366
2854,marzagao,257,2263,-17.980597,-48.6430322,11.3566
2855,mascote,565,13619,-15.564019,-39.3024324,4.1486
2856,massape,1549,39341,-3.5239058,-40.3423107,3.9374
2857,massape do piaui,165,6456,-7.4628039,-41.1260827,2.5558
2858,massaranduba,2957,17330,-26.610868,-49.005351,17.0629
2859,mata,505,4760,-29.5637643,-54.4590898,10.6092
2860,mata de sao joao,3520,47643,-12.530685,-38.300898,7.3883
2861,mata grande,299,25200,-9.118243,-37.732298,1.1865
2862,mata roma,306,17122,-3.6210147,-43.1156951,1.7872
2863,mata verde,361,8700,-8.760431,-37.3058794,4.1494
2864,matao,4445,84069,-21.6033611,-48.3660603,5.2873
2865,mataraca,223,8642,-6.59673,-35.05308,2.5804
2866,mateiros,182,2773,-10.5462254,-46.417423,6.5633
2867,matelandia,1989,18266,-25.2404183,-53.9835004,10.8891
2868,materlandia,231,4415,-18.473889,-43.06,5.2322
2869,mateus leme,2040,31631,-19.986666,-44.428056,6.4494
2870,mathias lobato,216,3157,-18.5760459,-41.9155448,6.8419
2871,matias barbosa,1600,14626,-21.8691643,-43.3180624,10.9394
2872,matias cardoso,253,11360,-14.8564322,-43.9200639,2.2271
2873,matias olimpio,366,10979,-3.7150636,-42.5547925,3.3336
2874,matina,430,12359,-13.9098616,-42.8461536,3.4792
2875,matinha,126,23591,-3.102212,-45.032208,0.5341
2876,matinhas,218,4528,-7.1219554,-35.7713426,4.8145
2877,matinhos,3187,35705,-25.8187096,-48.534204,8.9259
2878,matipo,1119,19098,-20.2896695,-42.3426599,5.8593
2879,mato castelhano,296,2543,-28.2782729,-52.1948111,11.6398
2880,mato grosso,189,2944,-12.2115009,-55.5716547,6.4198
2881,mato leitao,660,4627,-29.5281244,-52.1278069,14.2641
2882,mato queimado,94,1611,-28.257822,-54.61709,5.8349
2883,mato rico,178,3142,-24.7045571,-52.1493001,5.6652
2884,mato verde,956,12367,-5.6001808,-44.5909365,7.7302
2885,matoes,405,34099,-5.5210672,-43.2041534,1.1877
2886,matoes do norte,7,17316,-3.6268881,-44.5547543,0.0404
2887,matos costa,121,2442,-26.4739837,-51.1509787,4.955
2888,matozinhos,3040,38469,-19.5576547,-44.0816035,7.9025
2889,matrincha,471,4321,-15.4357441,-50.749268,10.9003
2890,matriz de camaragibe,392,24627,-9.154373,-35.524302,1.5917
2891,matupa,1644,17017,-10.1683242,-54.9346194,9.6609
2892,matureia,497,6690,-7.264629,-37.3383363,7.429
2893,matutina,156,3733,-19.221956,-45.9701654,4.1789
2894,maua,15659,481725,-23.6669527,-46.4616922,3.2506
2895,maua da serra,1027,10994,-23.9045517,-51.2261166,9.3415
2896,maues,2696,66159,-8.1189763,-35.3132505,4.075
2897,maurilandia,668,14568,-17.9718589,-50.3388361,4.5854
2898,maurilandia do tocantins,382,3470,-5.951688,-47.512492,11.0086
2899,mauriti,3282,48370,-7.3870095,-38.7737751,6.7852
2900,maxaranguape,399,12714,-5.5175989,-35.2585401,3.1383
2901,maximiliano de almeida,456,4254,-27.6326512,-51.8046768,10.7193
2902,mazagao,1338,22468,-0.1160565,-51.2861759,5.9551
2903,medeiros,236,3861,-19.9954552,-46.2210801,6.1124
2904,medeiros neto,1579,22741,-17.3728243,-40.2203882,6.9434
2905,medianeira,5436,46940,-25.2954233,-54.0940666,11.5807
2906,medicilandia,2104,32347,-3.4438388,-52.8889236,6.5045
2907,medina,942,20701,-16.2270466,-41.4763373,4.5505
2908,meleiro,648,6989,-28.8303183,-49.6349851,9.2717
2909,melgaco,153,28121,-1.803202,-50.714927,0.5441
2910,mendes,1318,18681,-22.5269113,-43.7332604,7.0553
2911,mendes pimentel,702,6446,-18.6580044,-41.4021612,10.8905
2912,mendonca,784,5638,-21.1838813,-49.579059,13.9056
2913,mercedes,542,5617,-24.4504957,-54.1647255,9.6493
2914,merces,181,10775,-21.1947265,-43.3407272,1.6798
2915,meridiano,212,3813,-20.3547223,-50.172574,5.5599
2916,meruoca,1092,15309,-3.5390209,-40.4546107,7.1331
2917,mesopolis,252,1903,-19.9662274,-50.6190438,13.2422
2918,mesquita,2558,5489,-22.783092,-43.4293599,46.6023
2919,messias,526,18201,-9.393843,-35.839182,2.89
2920,messias targino,243,4665,-6.0772948,-37.511712,5.209
2921,miguel alves,1027,33901,-4.1730384,-42.8955677,3.0294
2922,miguel calmon,2130,25771,-11.4309436,-40.5976501,8.2651
2923,miguel leao,238,1239,-5.681461,-42.7371703,19.209
2924,miguel pereira,3118,25622,-22.4539417,-43.4691978,12.1692
2925,miguelopolis,909,22480,-20.179612,-48.030997,4.0436
2926,milagres,2752,27413,-12.864635,-39.861092,10.039
2927,milagres do maranhao,5,8502,-3.5815605,-42.6080355,0.0588
2928,milha,1248,13129,-5.6834601,-39.1970885,9.5057
2929,milton brandao,228,6603,-4.7023518,-41.4473767,3.453
2930,mimoso de goias,156,2575,-15.0584959,-48.1616116,6.0583
2931,mimoso do sul,2233,26079,-21.0628724,-41.3640478,8.5624
2932,minacu,2975,28518,-13.5336413,-48.2184889,10.432
2933,minador do negrao,151,5315,-9.312358,-36.869553,2.841
2934,minas do leao,575,8130,-30.1334499,-52.0455962,7.0726
2935,minas novas,792,31509,-17.2175833,-42.5943681,2.5136
2936,minduri,199,3891,-21.6817218,-44.6036995,5.1144
2937,mineiros,9001,69477,-17.5653879,-52.5536721,12.9554
2938,mineiros do tiete,1061,13023,-22.4133188,-48.450554,8.1471
2939,ministro andreazza,498,9461,-11.1981045,-61.5167422,5.2637
2940,mira estrela,267,3125,-19.9806298,-50.136873,8.544
2941,mirabela,920,13651,-16.2547215,-44.1639075,6.7394
2942,miracatu,1847,19511,-24.2839078,-47.4535128,9.4665
2943,miracema,2083,27134,-21.4121,-42.1966,7.6767
2944,miracema do tocantins,1277,17628,-9.5617939,-48.3966536,7.2442
2945,mirador,321,21045,-23.257015,-52.7756432,1.5253
2946,miradouro,586,10818,-20.890277,-42.3425,5.4169
2947,miraguai,620,4899,-27.4943651,-53.6874223,12.6556
2948,mirai,1417,15205,-21.1957417,-42.6125153,9.3193
2949,miraima,975,13965,-3.568674,-39.966267,6.9817
2950,miranda,1574,28423,-20.2401082,-56.3844728,5.5378
2951,miranda do norte,1181,29121,-3.5658706,-44.5825329,4.0555
2952,mirandiba,738,15548,-8.1202103,-38.728459,4.7466
2953,mirandopolis,1537,29844,-21.1328313,-51.1029422,5.1501
2954,mirangaba,243,18603,-10.9540277,-40.5764152,1.3062
2955,miranorte,1875,13551,-9.529068,-48.592222,13.8366
2956,mirante,352,8264,-14.2401367,-40.7661915,4.2594
2957,mirante da serra,921,10691,-11.0321694,-62.6717012,8.6147
2958,mirante do paranapanema,1032,18415,-22.2925861,-51.907143,5.6041
2959,miraselva,223,1786,-22.9675823,-51.4847793,12.486
2960,mirassol,7244,60768,-20.8141411,-49.507449,11.9207
2961,mirassol d oeste,3046,28135,-15.675947,-58.0951397,10.8264
2962,mirassolandia,551,4966,-20.6147204,-49.462817,11.0954
2963,miravania,5,4939,-14.7492867,-44.4108445,0.1012
2964,mirim doce,236,2257,-27.2003527,-50.0697185,10.4564
2965,mirinzal,114,15059,-2.0664539,-44.7837348,0.757
2966,missal,912,10706,-25.0913359,-54.2476738,8.5186
2967,missao velha,1363,35566,-7.248491,-39.1434843,3.8323
2968,mocajuba,1892,31917,-2.583098,-49.504224,5.9279
2969,mococa,4446,69072,-21.464731,-47.002405,6.4368
2970,modelo,408,4227,-26.7752383,-53.0525513,9.6522
2971,moeda,285,4948,-20.333056,-44.0525,5.7599
2972,moema,805,7589,-19.8435409,-45.4106241,10.6075
2973,mogeiro,730,13238,-7.3019003,-35.4782749,5.5144
2974,mogi das cruzes,22954,455587,-23.5234284,-46.1926671,5.0383
2975,mogi guacu,15908,154146,-22.372222,-46.9425,10.3201
2976,mogi mirim,9707,94098,-22.433123,-46.958246,10.3158
2977,moipora,24,1471,-16.5448305,-50.7352929,1.6315
2978,moita bonita,437,11361,-10.5793237,-37.3423877,3.8465
2979,moju,941,84251,-1.889926,-48.766765,1.1169
2980,mojui dos campos,808,16282,-2.682167,-54.642717,4.9625
2981,mombaca,2946,43917,-5.7450899,-39.6293519,6.7081
2982,mombuca,405,3523,-22.9293093,-47.5650724,11.4959
2983,moncao,1297,33888,-21.4214056,-41.6907956,3.8273
2984,moncoes,157,2274,-20.850949,-50.097537,6.9041
2985,mondai,1054,12034,-27.1020777,-53.399242,8.7585
2986,mongagua,1273,58567,-24.0959454,-46.6234361,2.1736
2987,monjolos,50,2184,-18.3242667,-44.1187729,2.2894
2988,monsenhor gil,921,10563,-5.5609098,-42.6127716,8.7191
2989,monsenhor hipolito,473,7785,-6.9972682,-41.029733,6.0758
2990,monsenhor paulo,889,8764,-21.757778,-45.541111,10.1438
2991,monsenhor tabosa,1235,17264,-4.7879512,-40.063949,7.1536
2992,montadas,320,5806,-7.088656,-35.9577367,5.5115
2993,montalvania,1199,14621,-14.4230168,-44.3701782,8.2005
2994,montanha,1322,18954,-18.1263191,-40.3641584,6.9748
2995,montanhas,553,11166,-6.4866542,-35.2853577,4.9525
2996,montauri,150,1430,-28.6501657,-52.0757639,10.4895
2997,monte alegre,5495,58289,-1.9989108,-54.0727694,9.4272
2998,monte alegre de goias,279,8759,-13.2552059,-46.892813,3.1853
2999,monte alegre de minas,1214,21349,-18.870278,-48.880556,5.6864
3000,monte alegre de sergipe,552,15315,-10.0281128,-37.5622724,3.6043
3001,monte alegre do piaui,730,10618,-9.7483373,-45.3048117,6.8751
3002,monte alegre do sul,597,8181,-22.681861,-46.6798783,7.2974
3003,monte alegre dos campos,126,3237,-28.6840498,-50.7820322,3.8925
3004,monte alto,5256,51039,-21.265545,-48.497066,10.298
3005,monte aprazivel,2201,25651,-20.7625702,-49.7088402,8.5806
3006,monte azul,1148,20544,-22.4949832,-43.0338655,5.588
3007,monte azul paulista,2041,18928,-20.90649,-48.638717,10.783
3008,monte belo,1209,13139,-21.3225052,-46.3649768,9.2016
3009,monte belo do sul,186,2514,-29.1636205,-51.6347449,7.3986
3010,monte carlo,1003,9945,-27.2216645,-50.9784032,10.0855
3011,monte carmelo,4621,48049,-18.7260939,-47.4958859,9.6173
3012,monte castelo,1424,8263,-21.3006353,-51.5686963,17.2335
3013,monte das gameleiras,151,2063,-6.43975,-35.7851631,7.3194
3014,monte do carmo,531,8182,-10.7647456,-48.1121813,6.4899
3015,monte formoso,363,4939,-16.8669394,-41.2543539,7.3497
3016,monte horebe,449,4867,-7.214284,-38.5857578,9.2254
3017,monte mor,5344,61707,-22.945043,-47.312182,8.6603
3018,monte negro,1732,16158,-10.2603463,-63.2986252,10.7191
3019,monte santo,1178,49145,-10.4382898,-39.3304065,2.397
3020,monte santo de minas,1436,21504,-21.189722,-46.98,6.6778
3021,monte santo do tocantins,124,2311,-10.0051944,-48.9927531,5.3656
3022,monte siao,2295,24247,-22.432778,-46.572778,9.4651
3023,monteiro,3274,33638,-7.8920179,-37.1232051,9.733
3024,monteiro lobato,198,4739,-22.9553542,-45.8387146,4.1781
3025,monteiropolis,144,7171,-9.602565,-37.2461716,2.0081
3026,montenegro,7291,66157,-29.6826112,-51.4687455,11.0208
3027,montes altos,414,9064,-5.8316731,-47.0658003,4.5675
3028,montes claros,17832,417478,-16.7273538,-43.8717676,4.2714
3029,montes claros de goias,1039,8037,-16.0059459,-51.3978781,12.9277
3030,montezuma,513,8379,-15.1715121,-42.4987703,6.1224
3031,montividiu,733,13935,-17.450464,-51.1737162,5.2601
3032,montividiu do norte,342,4538,-13.3489998,-48.6872789,7.5364
3033,morada nova,6254,61590,-5.1076699,-38.3727852,10.1542
3034,morada nova de minas,649,8955,-18.6024892,-45.3513867,7.2473
3035,moraujo,1421,8833,-3.4657654,-40.679146,16.0874
3036,moreilandia,726,11269,-7.6298629,-39.5535521,6.4425
3037,moreira sales,901,11966,-24.0509413,-53.0101722,7.5297
3038,moreno,1408,63792,-8.108706,-35.08354,2.2072
3039,mormaco,312,3139,-28.6935499,-52.6925978,9.9395
3040,morpara,260,8476,-11.5628341,-43.2768414,3.0675
3041,morretes,1268,16485,-25.479,-48.8317,7.6918
3042,morrinhos,7874,46955,-17.7333689,-49.105908,16.7692
3043,morrinhos do sul,267,2891,-29.3653782,-49.9314425,9.2356
3044,morro agudo,3157,33598,-20.7276692,-48.052795,9.3964
3045,morro agudo de goias,227,2217,-15.3184299,-50.0552811,10.2391
3046,morro cabeca no tempo,107,4527,-9.7236848,-43.9037699,2.3636
3047,morro da fumaca,1868,18095,-28.6522275,-49.2133979,10.3233
3048,morro da garca,94,2413,-18.5435188,-44.6030199,3.8956
3049,morro do chapeu,1664,35466,-11.5500293,-41.1570248,4.6918
3050,morro do chapeu do piaui,535,6825,-3.7415834,-42.3117139,7.8388
3051,morro do pilar,188,3126,-19.216389,-43.376667,6.0141
3052,morro grande,317,2884,-29.5866592,-50.5310572,10.9917
3053,morro redondo,508,6609,-31.5921148,-52.6257669,7.6865
3054,morro reuter,680,6570,-29.5389519,-51.0818864,10.3501
3055,morros,372,19708,-2.8652201,-44.0390477,1.8876
3056,mortugaba,906,12063,-15.0232826,-42.3695423,7.5106
3057,morungaba,904,13936,-22.88,-46.79167,6.4868
3058,mossamedes,249,4120,-16.1263751,-50.2104393,6.0437
3059,mossoro,14811,303792,-5.1904332,-37.3443872,4.8754
3060,mostardas,908,12888,-31.10538,-50.916692,7.0453
3061,motuca,288,4831,-21.5095864,-48.1503832,5.9615
3062,mozarlandia,1753,16077,-14.7457049,-50.5713211,10.9038
3063,muana,510,41454,-1.5317443,-49.2223565,1.2303
3064,mucajai,873,18482,2.4486084,-60.9199986,4.7235
3065,mucambo,1359,14561,-3.9043285,-40.7454425,9.3332
3066,mucuge,353,8725,-13.0053,-41.370271,4.0458
3067,mucum,533,4967,-29.1666714,-51.8747726,10.7308
3068,mucuri,2750,42729,-18.0787156,-39.5469886,6.4359
3069,mucurici,405,5468,-18.0940112,-40.5184761,7.4067
3070,muitos capoes,100,3184,-28.3162856,-51.1836226,3.1407
3071,muliterno,166,1901,-28.3295989,-51.7682438,8.7322
3072,mulungu,1609,9962,-7.0309389,-35.4646079,16.1514
3073,mulungu do morro,144,10469,-11.9653564,-41.6408239,1.3755
3074,mundo novo,3033,4540,-11.8573859,-40.4731656,66.8062
3075,munhoz,438,5960,-22.613056,-46.360556,7.349
3076,munhoz de melo,430,4034,-22.8250895,-51.5944302,10.6594
3077,muniz ferreira,305,7464,-13.0012551,-39.1102126,4.0863
3078,muniz freire,2463,17176,-20.4636068,-41.4137007,14.3398
3079,muquem do sao francisco,515,11479,-12.0650162,-43.5497188,4.4865
3080,muqui,1808,15602,-20.9509368,-41.3444285,11.5883
3081,muriae,5648,109997,-21.130556,-42.366389,5.1347
3082,muribeca,217,7653,-10.4227085,-36.9567299,2.8355
3083,murici,570,28428,-9.306823,-35.942798,2.0051
3084,murici dos portelas,213,9258,-3.3222798,-42.0904339,2.3007
3085,muricilandia,437,3623,-7.14669,-48.609135,12.0618
3086,muritiba,1855,29420,-12.624266,-38.9885844,6.3052
3087,murutinga do sul,330,4525,-20.9913722,-51.2782237,7.2928
3088,mutuipe,1700,22340,-13.2282298,-39.5060149,7.6097
3089,mutum,1753,26945,-19.817223,-41.438333,6.5058
3090,mutunopolis,350,3749,-13.7303379,-49.2745491,9.3358
3091,muzambinho,1763,20522,-21.3684325,-46.522317,8.5908
3092,nacip raydan,128,3221,-18.4575634,-42.2496073,3.9739
3093,nantes,172,3215,-22.6191472,-51.2382255,5.3499
3094,nanuque,2962,40583,-17.8393915,-40.3494631,7.2986
3095,nao me toque,2327,17886,-28.4575507,-52.8196547,13.0102
3096,naque,366,7104,-19.2271271,-42.3280185,5.152
3097,narandiba,709,4950,-22.4080573,-51.5251755,14.3232
3098,natal,10178,896708,-5.805398,-35.2080905,1.135
3099,natalandia,330,3306,-16.5042,-46.4933,9.9819
3100,natercia,422,4727,-22.12,-45.511389,8.9274
3101,natividade,1243,9256,-11.7089881,-47.7284165,13.4291
3102,natividade da serra,186,6624,-23.3783786,-45.4438173,2.808
3103,natuba,280,10449,-7.6410756,-35.5542731,2.6797
3104,navegantes,7408,85734,-26.8898813,-48.6495828,8.6407
3105,navirai,7258,56484,-23.0622152,-54.2018319,12.8497
3106,nazare,2051,3772,-13.0345586,-39.0062515,54.3743
3107,nazare da mata,745,32673,-7.7452689,-35.2286396,2.2802
3108,nazare do piaui,304,7307,-6.9709737,-42.6707675,4.1604
3109,nazare paulista,1335,18866,-23.1819309,-46.3992986,7.0762
3110,nazareno,530,8710,-21.2189807,-44.6151354,6.085
3111,nazarezinho,433,7271,-6.9156749,-38.3251082,5.9552
3112,nazaria,215,8632,-5.3512851,-42.8152823,2.4907
3113,nazario,907,9375,-16.5807689,-49.881671,9.6747
3114,neopolis,874,18688,-10.3169663,-36.5769132,4.6768
3115,nepomuceno,2531,26882,-21.232744,-45.2352276,9.4152
3116,neropolis,1261,30931,-16.4069816,-49.219438,4.0768
3117,neves paulista,1101,8917,-20.842992,-49.635767,12.3472
3118,nhamunda,963,21710,-2.1921521,-56.7111308,4.4357
3119,nhandeara,1144,11575,-20.6943324,-50.0406028,9.8834
3120,nicolau vergueiro,90,1667,-28.5361987,-52.4631712,5.3989
3121,nilo pecanha,343,14156,-13.6015675,-39.1043356,2.423
3122,nilopolis,2514,162893,-22.8080114,-43.4138222,1.5433
3123,nina rodrigues,701,14826,-3.467884,-43.91342,4.7282
3124,ninheira,439,10355,-15.3188725,-41.7535577,4.2395
3125,nioaque,636,13794,-21.1605528,-55.8283423,4.6107
3126,nipoa,376,5381,-20.9126469,-49.7791476,6.9875
3127,niquelandia,3782,47064,-14.4648655,-48.4572244,8.0359
3128,nisia floresta,1688,28266,-6.0902674,-35.2085026,5.9718
3129,niteroi,19931,516981,-22.8884,-43.1147,3.8553
3130,nobres,1599,15332,-14.7196233,-56.3351314,10.4292
3131,nonoai,1687,11574,-27.3660882,-52.7717853,14.5758
3132,nordestina,495,13197,-10.8258183,-39.4297655,3.7509
3133,normandia,237,11772,3.8792356,-59.6293367,2.0133
3134,nortelandia,639,5858,-14.4518972,-56.8043752,10.9082
3135,nossa senhora aparecida,610,8822,-10.3968947,-37.4539699,6.9145
3136,nossa senhora da gloria,1375,37715,-10.2188811,-37.4199759,3.6458
3137,nossa senhora das dores,1242,26957,-10.4927502,-37.1931675,4.6073
3138,nossa senhora das gracas,550,4009,-22.9138823,-51.7962681,13.7191
3139,nossa senhora de lourdes,344,6509,-10.0786746,-37.0572176,5.285
3140,nossa senhora de nazare,451,4911,-4.6333634,-42.1716341,9.1835
3141,nossa senhora do livramento,586,13093,-15.7724354,-56.3435003,4.4757
3142,nossa senhora do socorro,12645,187733,-10.8553115,-37.1264863,6.7356
3143,nossa senhora dos remedios,239,8751,-3.9792637,-42.6216791,2.7311
3144,nova alianca,838,7161,-21.0163728,-49.4981128,11.7023
3145,nova alianca do ivai,129,1560,-23.176271,-52.603244,8.2692
3146,nova alvorada,484,3698,-28.6774191,-52.1663732,13.0882
3147,nova alvorada do sul,1847,22967,-21.4587274,-54.3760634,8.042
3148,nova america,316,2362,-15.0205889,-49.8952971,13.3785
3149,nova america da colina,405,3424,-23.3315888,-50.7182735,11.8283
3150,nova andradina,3289,56057,-22.2477565,-53.3480621,5.8672
3151,nova araca,444,4890,-28.6604116,-51.7424776,9.0798
3152,nova aurora,1562,2236,-24.5282336,-53.2576703,69.8569
3153,nova bandeirantes,833,16052,-9.8494172,-57.8139698,5.1894
3154,nova bassano,1160,10089,-28.7304074,-51.7034689,11.4977
3155,nova belem,324,3067,-18.4914334,-41.1050052,10.5641
3156,nova boa vista,207,1731,-27.993207,-52.9798023,11.9584
3157,nova brasilandia,306,3656,-14.9298622,-54.973665,8.3698
3158,nova brasilandia d oeste,1925,20504,-11.722692,-62.315545,9.3884
3159,nova brescia,434,3345,-29.2158737,-52.0290188,12.9746
3160,nova campina,779,9962,-24.1225305,-48.9054041,7.8197
3161,nova canaa,416,16482,-14.7936791,-40.1453848,2.524
3162,nova canaa do norte,1335,12876,-10.6367877,-55.709177,10.3681
3163,nova canaa paulista,217,1824,-20.3872473,-50.9481571,11.8969
3164,nova candelaria,336,2677,-27.6110759,-54.1065402,12.5514
3165,nova cantu,783,4827,-24.6739252,-52.5731265,16.2213
3166,nova castilho,88,1290,-20.7638386,-50.3427479,6.8217
3167,nova colinas,237,5469,-7.1196897,-46.2610972,4.3335
3168,nova crixas,1976,13020,-14.0968848,-50.3396014,15.1767
3169,nova cruz,1887,37554,-6.482111,-35.4332326,5.0248
3170,nova era,1988,17524,-21.7084989,-43.4211379,11.3444
3171,nova erechim,479,5163,-26.9027688,-52.9071258,9.2776
3172,nova esperanca,1897,28062,-23.1818437,-52.1999852,6.76
3173,nova esperanca do piria,442,21519,-2.2663093,-46.9661622,2.054
3174,nova esperanca do sudoeste,492,5014,-25.9004038,-53.2617627,9.8125
3175,nova esperanca do sul,1053,5465,-29.4102156,-54.8287783,19.2681
3176,nova europa,497,11519,-21.7808203,-48.5661712,4.3146
3177,nova fatima,1065,8120,-11.6046105,-39.631054,13.1158
